2021:01:22:10:05:06.187000,1611306306.187,$GPHDT,50.98,T*31
2021:01:22:10:05:06.687000,1611306306.687,$GPHDT,50.88,T*30
2021:01:22:10:05:07.187000,1611306307.187,$GPHDT,50.77,T*30
2021:01:22:10:05:07.687000,1611306307.687,$GPHDT,50.57,T*32
2021:01:22:10:05:08.187000,1611306308.187,$GPHDT,50.38,T*3B
2021:01:22:10:05:08.687000,1611306308.687,$GPHDT,50.32,T*31
2021:01:22:10:05:09.187000,1611306309.187,$GPHDT,50.38,T*3B
2021:01:22:10:05:09.687000,1611306309.687,$GPHDT,50.42,T*36
2021:01:22:10:05:10.187000,1611306310.187,$GPHDT,50.36,T*35
2021:01:22:10:05:10.687000,1611306310.687,$GPHDT,50.19,T*38
2021:01:22:10:05:11.687000,1611306311.687,$GPHDT,49.98,T*39
2021:01:22:10:05:12.187000,1611306312.187,$GPHDT,50.06,T*36
2021:01:22:10:05:13.187000,1611306313.187,$GPHDT,50.17,T*36
2021:01:22:10:05:13.686000,1611306313.686,$GPHDT,50.14,T*35
2021:01:22:10:05:14.187000,1611306314.187,$GPHDT,50.14,T*35
2021:01:22:10:05:14.686000,1611306314.686,$GPHDT,50.17,T*36
2021:01:22:10:05:15.686000,1611306315.686,$GPHDT,50.24,T*36
2021:01:22:10:05:16.187000,1611306316.187,$GPHDT,50.19,T*38
2021:01:22:10:05:16.686000,1611306316.686,$GPHDT,50.15,T*34
2021:01:22:10:05:17.187000,1611306317.187,$GPHDT,50.17,T*36
2021:01:22:10:05:17.686000,1611306317.686,$GPHDT,50.23,T*31
2021:01:22:10:05:18.187000,1611306318.187,$GPHDT,50.29,T*3B
2021:01:22:10:05:18.687000,1611306318.687,$GPHDT,50.32,T*31
2021:01:22:10:05:19.687000,1611306319.687,$GPHDT,50.44,T*30
2021:01:22:10:05:20.188000,1611306320.188,$GPHDT,50.48,T*3C
2021:01:22:10:05:21.188000,1611306321.188,$GPHDT,50.43,T*37
2021:01:22:10:05:21.687000,1611306321.687,$GPHDT,50.41,T*35
2021:01:22:10:05:22.188000,1611306322.188,$GPHDT,50.46,T*32
2021:01:22:10:05:22.687000,1611306322.687,$GPHDT,50.55,T*30
