2021:01:22:10:05:23.828000,1611306323.828,$GPGGA,090523.00,6339.970710,N,01048.287667,E,2,12,0.8,12.51,M,40.30,M,10.0,0907*48
2021:01:22:10:05:25.828000,1611306325.828,$GPGGA,090525.00,6339.974457,N,01048.298273,E,2,12,0.8,12.56,M,40.30,M,7.0,0907*74
2021:01:22:10:05:26.828000,1611306326.828,$GPGGA,090526.00,6339.976343,N,01048.303646,E,2,12,0.8,12.54,M,40.30,M,8.0,0907*7B
2021:01:22:10:05:27.828000,1611306327.828,$GPGGA,090527.00,6339.978262,N,01048.308967,E,2,12,0.8,12.51,M,40.30,M,9.0,0907*75
2021:01:22:10:05:29.828000,1611306329.828,$GPGGA,090529.00,6339.981996,N,01048.319624,E,2,12,0.8,12.52,M,40.30,M,6.0,0907*79
2021:01:22:10:05:30.828000,1611306330.828,$GPGGA,090530.00,6339.983859,N,01048.325058,E,2,12,0.8,12.51,M,40.30,M,7.0,0907*71
2021:01:22:10:05:31.828000,1611306331.828,$GPGGA,090531.00,6339.985748,N,01048.330409,E,2,12,0.8,12.54,M,40.30,M,8.0,0907*77
2021:01:22:10:05:33.828000,1611306333.828,$GPGGA,090533.00,6339.989501,N,01048.341169,E,2,12,0.8,12.51,M,40.30,M,10.0,0907*4F
2021:01:22:10:05:34.829000,1611306334.829,$GPGGA,090534.00,6339.991486,N,01048.346436,E,2,12,0.8,12.49,M,40.30,M,6.0,0907*79
2021:01:22:10:05:35.829000,1611306335.829,$GPGGA,090535.00,6339.993321,N,01048.351741,E,2,12,0.8,12.57,M,40.30,M,7.0,0907*7B
2021:01:22:10:05:36.829000,1611306336.829,$GPGGA,090536.00,6339.995136,N,01048.357155,E,2,12,0.8,12.55,M,40.30,M,8.0,0907*72
2021:01:22:10:05:38.829000,1611306338.829,$GPGGA,090538.00,6339.998932,N,01048.367959,E,2,12,0.8,12.50,M,40.30,M,10.0,0907*46
2021:01:22:10:05:39.829000,1611306339.829,$GPGGA,090539.00,6340.000728,N,01048.373409,E,2,12,0.8,12.54,M,40.30,M,11.0,0907*4C
2021:01:22:10:05:41.828000,1611306341.828,$GPGGA,090541.00,6340.004498,N,01048.384064,E,2,12,0.8,12.52,M,40.30,M,8.0,0907*76
2021:01:22:10:05:42.828000,1611306342.828,$GPGGA,090542.00,6340.006378,N,01048.389433,E,2,12,0.8,12.52,M,40.30,M,9.0,0907*74
2021:01:22:10:05:43.828000,1611306343.828,$GPGGA,090543.00,6340.008242,N,01048.394774,E,2,12,0.8,12.54,M,40.30,M,10.0,0907*41
2021:01:22:10:05:46.828000,1611306346.828,$GPGGA,090546.00,6340.013824,N,01048.410930,E,2,12,0.8,12.50,M,40.30,M,8.0,0907*7C
2021:01:22:10:05:47.828000,1611306347.828,$GPGGA,090547.00,6340.015664,N,01048.416314,E,2,12,0.8,12.52,M,40.30,M,9.0,0907*78
2021:01:22:10:05:48.828000,1611306348.828,$GPGGA,090548.00,6340.017502,N,01048.421729,E,2,12,0.8,12.50,M,40.30,M,10.0,0907*42
2021:01:22:10:05:50.829000,1611306350.829,$GPGGA,090550.00,6340.021216,N,01048.432547,E,2,12,0.8,12.53,M,40.30,M,12.0,0907*45
2021:01:22:10:05:51.829000,1611306351.829,$GPGGA,090551.00,6340.023039,N,01048.437971,E,2,12,0.8,12.53,M,40.30,M,13.0,0907*44
2021:01:22:10:05:52.829000,1611306352.829,$GPGGA,090552.00,6340.024930,N,01048.443361,E,2,12,0.8,12.49,M,40.30,M,14.0,0907*44
2021:01:22:10:05:54.829000,1611306354.829,$GPGGA,090554.00,6340.028819,N,01048.453860,E,2,12,0.8,12.51,M,40.30,M,9.0,0907*7A
2021:01:22:10:05:55.829000,1611306355.829,$GPGGA,090555.00,6340.030707,N,01048.459205,E,2,12,0.8,12.52,M,40.30,M,10.0,0907*4A
2021:01:22:10:05:56.829000,1611306356.829,$GPGGA,090556.00,6340.032657,N,01048.464507,E,2,12,0.8,12.52,M,40.30,M,11.0,0907*45
